date,tw_margin_change_20d,tw_margin_zscore,tw_foreign_flow_20d,tw_foreign_flow_zscore
2013-09-05,0.0012947757457106857,0.5439312181872769,-3498159274.0,1.586521909765247
2013-09-06,-0.006824098161120062,0.4580031366538534,15639683466.0,1.1082348170951093
2013-09-09,-0.01278147812787811,0.3406008752885227,34814867528.0,1.7319440803754182
2013-09-10,-0.014360077580570008,0.2222714405259485,46397756064.0,1.8961931160468553
2013-09-11,-0.012634884865545648,0.18146246377252695,50346752783.0,1.3792429422135875
2013-09-12,-0.009905473663229913,0.30229754377730095,61731754438.0,1.0647405826220293
2013-09-13,-0.009961003217927589,0.3323269565015231,72194579511.0,0.4256441614869965
2013-09-14,-0.011053966117528069,0.2783289300989191,73975797326.0,0.10542704484758914
2013-09-16,-0.018830806891464325,0.1389201620415537,91337532859.0,2.0752911156555154
2013-09-17,-0.015155626564010705,0.1574110906857588,97835635624.0,0.553019231623244
2013-09-18,-0.021521483758355275,0.11289026319337174,112032132103.0,0.4291181641558617
2013-09-23,-0.020524796943164447,0.10808285408994352,119706763706.0,1.227443263174141
2013-09-24,-0.02240364544572837,0.06870470748117777,125091647225.0,0.8005202430195326
2013-09-25,-0.019087720690463494,0.11742548776118762,129736529738.0,0.5075379405185698
2013-09-26,-0.01745053498461968,0.10001386988108535,129663074602.0,-0.16081774292751694
2013-09-27,-0.0191499526551433,0.06054235497107736,130600457940.0,1.1664473644351123
2013-09-30,-0.017348319503725618,0.13227062845217957,120995161183.0,-0.8309636322846776
2013-10-01,-0.013801603889233127,0.25214955096108066,115012673664.0,-0.46857510397252516
2013-10-02,-0.012048184256516659,0.3524620318221797,107834066289.0,-0.056425402164723415
2013-10-03,-0.011484864592070987,0.3346739066383044,120125004674.0,2.68142407447166
2013-10-04,-0.005360491412235158,0.44807813648198364,115330643981.0,0.7077593325261815
2013-10-07,-0.0003762881680702268,0.5249850152064196,108501401603.0,-0.0879052437115164
2013-10-08,0.006567078073859367,0.6280370866591993,100616686964.0,0.36403393729234607
2013-10-09,0.009151999257486665,0.5925872775841444,91945664836.0,0.4144385374441424
2013-10-11,0.009407972086548755,0.5658641630994317,86604023230.0,0.4681625797667801
2013-10-14,-0.002123352735857398,0.3385452761032523,82766693104.0,0.41244572861934914
2013-10-15,-0.0003155932671375927,0.4372942658406436,86552645246.0,1.0465859133702664
2013-10-16,0.00265289304241878,0.4831598729062307,86702810236.0,0.11915537861639547
2013-10-17,0.008106330060855704,0.513968477228393,76390354925.0,0.34460297465630135
2013-10-18,0.008702263766297014,0.5598205254867391,80085178207.0,1.15854737436367
2013-10-21,0.012496557114204387,0.63844039123676,78107631930.0,0.088292112671783
2013-10-22,0.013734473358537835,0.6777926473841079,72435077063.0,0.26842658175703665
2013-10-23,0.01740205156229835,0.757220062296188,69583518179.0,0.2928030366601438
2013-10-24,0.018638801460973964,0.8562007083651368,67952625666.0,0.20391818558969843
2013-10-25,0.02222873658090596,0.9573396254377985,65029773689.0,-0.6797039700665414
2013-10-28,0.024341473890236554,0.9824336014458176,61704060426.0,0.5702090280542417
2013-10-29,0.02669233548419636,1.1417950881468146,65512854150.0,-0.22988629263917207
2013-10-30,0.024499548896776524,1.2019615524764309,72417023402.0,0.6404041798483189
2013-10-31,0.019330216799017697,1.1372361640954916,76011231180.0,0.4881989086841606
2013-11-01,0.018140366657726448,1.072899958854742,59384020642.0,-0.14169994345706044
2013-11-04,0.012407706573795307,0.998397493505884,58584094334.0,0.5278285607913922
2013-11-05,0.010870360245871735,1.017415050908585,54788837388.0,-0.7817438370055273
2013-11-06,0.005533056313253848,0.9328118323239556,54776661973.0,0.30941742806788436
2013-11-07,0.00842512012161789,0.9758508537270577,48895087641.0,-0.6244885396364108
2013-11-08,0.006748515036389291,0.8731508488861858,43703606862.0,-0.4516864914870035
2013-11-11,0.013913900566016713,0.8545399627362326,35333156597.0,-1.0421835057671
2013-11-12,-0.00038021409787147853,0.4605725874398401,30056773108.0,0.12430420219876279
2013-11-13,-0.0029525875953233527,0.40533368549299637,19897369942.0,-1.618735093084101
2013-11-14,-0.002259476339524613,0.4454001481948098,10908753529.0,-1.1865050526945589
2013-11-15,-0.002477032851299299,0.4711448041766267,411236165.0,-0.6125110830039565
2013-11-18,-0.006583120390997954,0.3976906725918548,170999928.0,0.02738057791966604
2013-11-19,-0.006560995264175862,0.42604192501302834,-2388010279.0,-0.17423206494120544
2013-11-20,-0.004144801966945777,0.5802901855463511,-12882970629.0,-1.4576054687836997
2013-11-21,-0.003356350073218106,0.6978334761119955,-25231502338.0,-1.847956262082127
2013-11-22,-0.007061597525454322,0.6587993370068578,-26923693554.0,-0.950111608665333
2013-11-25,-0.006342759290998701,0.697960128900949,-29832376527.0,0.08564100607711736
2013-11-26,-0.010801305704221775,0.6919733675794878,-29169926881.0,-0.11247244735600283
2013-11-27,-0.012939657869262322,0.6674185037016093,-32511041132.0,0.08824024997325161
2013-11-28,-0.010316645888201248,0.6851233752967602,-28224082017.0,1.2001591896553332
2013-11-29,-0.007518326787396279,0.7091095310926762,-21577410202.0,0.9656728255855855
2013-12-02,-0.0023141669875372806,0.8122337894229185,-22404875036.0,0.39013390453296537
2013-12-03,-7.570278771951156e-05,0.9136027632799846,-17235808362.0,0.10196340863416578
2013-12-04,0.0052006605713008636,1.019603820705446,-16882046592.0,0.38620279321145773
2013-12-05,0.007786255402910669,1.1656372334517784,-16224981526.0,-0.48838872104690595
2013-12-06,0.012834231871845736,1.2426660495856554,-15162350423.0,-0.25054771809606835
2013-12-09,0.01402789082325584,1.2693368131196952,-1542368767.0,1.268301460155618
2013-12-10,0.027817658947483448,1.347111221225912,1779004255.0,0.7187489345066339
2013-12-11,0.029227435421409043,1.340418256470837,15411080480.0,0.6981309335921458
2013-12-12,0.0307994845061772,1.4472773967215564,20403517796.0,-0.33739586187544507
2013-12-13,0.03288417018108336,1.5559677893098667,21925581410.0,-0.3427809520956098
2013-12-16,0.035631086931156686,1.575223293409457,18267249918.0,-0.5641734403746123
2013-12-17,0.03592364845056584,1.616868460405483,20307223973.0,0.20130568080028896
2013-12-18,0.03470932933423887,1.7435716367391794,26709143222.0,-0.37758322729236804
2013-12-19,0.03254898196015765,1.7914868517519298,38828235102.0,0.1986950250279437
2013-12-20,0.035607095842633774,1.8600357898410016,44727929556.0,0.06296657040463047
2013-12-23,0.03806614075478132,1.989493001144129,44573029515.0,0.10047063203111346
2013-12-24,0.03943954352838852,2.021746818521601,44093634685.0,-0.1584571119652746
2013-12-25,0.04270059993220987,2.1020498342844505,42309114031.0,-0.1823103839134415
2013-12-26,0.04268235016747379,2.101941615611582,34602833352.0,-0.03975733678752251
2013-12-27,0.04223561850283453,2.0916387410797017,33477756703.0,0.8614566107841652
2013-12-30,0.04023926196752048,2.1078520497552344,37866487543.0,1.2054692933227005
2013-12-31,0.036707235707311714,2.0621592197219014,41667670709.0,0.7887203060248232
2014-01-02,0.036172161920224655,2.13171582500809,40599349777.0,0.23270111444986372
2014-01-03,0.03593429474352061,2.2493423969737796,39946220085.0,-0.6021677665444886
2014-01-06,0.03492576439253847,2.2648577579254705,40258440533.0,-0.18656855928707108
2014-01-07,0.04065737711027406,2.47169121425195,32637591117.0,0.008278831964048675
2014-01-08,0.043078269022834625,2.596945778758763,30910141824.0,0.44468115369239575
2014-01-09,0.04575896337742291,2.643731458036232,25978946756.0,-0.13193875583194611
2014-01-10,0.047743937520521085,2.770647809875649,26582017932.0,-0.22678623721424884
2014-01-13,0.04395305644153069,2.694491961721823,31411141206.0,0.4941697495679182
2014-01-14,0.04614583324710231,2.7437521282015904,33867452293.0,-0.15333188418610574
2014-01-15,0.04449280961325752,2.681512343006614,39377944923.0,1.1495450578361004
2014-01-16,0.037528557571025134,2.5217426126734703,45342331582.0,0.6300350538587906
2014-01-17,0.037059015798091455,2.5144197794653054,54120052603.0,1.6883264339931425
2014-01-20,0.032982417400309716,2.4086970879129934,56520322837.0,0.4429337627536524
2014-01-21,0.02978686449332968,2.390219412661521,55385407319.0,-0.13452237355135083
2014-01-22,0.023802162093881973,2.2059012483596785,58057817102.0,0.26334759983548167
2014-01-23,0.01991306175551788,2.1375891414596153,58596745833.0,-0.1273608738274405
2014-01-24,0.01388624162127372,1.940000859239835,59799984155.0,0.1284637383039898
2014-01-27,0.0029160669320007493,1.5817492257172994,36739802463.0,-3.122843379034539
2014-02-05,0.01444023138549655,1.9657519246090516,-15597421874.0,-6.963568480953211
2014-02-06,0.022986209406409497,2.1930562914895058,-38299273761.0,-2.719702520376869
2014-02-07,0.022366307193864232,2.222030105662238,-47233686902.0,-1.1107741825205073
2014-02-10,0.019788333784029,2.2311482822548334,-51189979859.0,-1.0817291360687777
2014-02-11,0.019024222683639902,2.214834226794956,-51325709271.0,-0.15154051105919944
2014-02-12,0.012919561052994855,2.194865436465512,-49444954654.0,0.3195865951589651
2014-02-13,0.0111669191579995,2.2471425227817896,-54078510926.0,-0.2805736663249962
2014-02-14,0.0075682101967486926,2.1828847365611845,-44729187106.0,1.3276613459133855
2014-02-17,0.0035906672078058754,2.178120210673124,-41634703812.0,0.2986775028369463
2014-02-18,0.006041950787574413,2.2021429556738568,-39482828566.0,0.7871719809868101
2014-02-19,0.004255265625052296,2.2036224912126325,-31864055012.0,1.0520185810879046
2014-02-20,0.005712472377441102,2.2096153775808154,-38527539705.0,0.03591479235929248
2014-02-21,0.009560943132741473,2.199929600180443,-32870420087.0,1.4497021339664087
2014-02-24,0.009530803883491812,2.2074740356295686,-41881390694.0,0.16711720565898464
2014-02-25,0.013992928529764859,2.259103129178166,-41973121404.0,0.42637101186560905
2014-02-26,0.015041842882153267,2.2819052347555853,-35365017024.0,0.932759605464915
2014-02-27,0.0170318605308466,2.1826304062397406,-31061493769.0,0.9313637100326644
2014-03-03,0.020490846198141677,2.222946786097375,-32177436331.0,-0.2253957815328763
2014-03-04,0.029023329862633007,2.2855397828449138,-36232099260.0,-0.44404333565072995
2014-03-05,0.043335975878548316,2.3536564264082407,-17852419745.0,0.0670645562785337
2014-03-06,0.03262942927900481,2.385857678114285,36549822499.0,1.384311808168689
2014-03-07,0.019561540434456237,2.2176958647212532,66331567572.0,1.7630054536199407
2014-03-10,0.01947077239229822,2.2428782490067998,75948787512.0,0.32192331999090257
2014-03-11,0.021569964180325973,2.311165422034237,81975201549.0,-0.1918081121764744
2014-03-12,0.022623261867004585,2.3257494587398484,82217169380.0,-0.13326979000704553
2014-03-13,0.026478115210447184,2.4116342195624374,84817657133.0,0.691011780431201
2014-03-14,0.024710532070554514,2.4065293166804462,84141020172.0,-0.3978803096530661
2014-03-17,0.029195807500818516,2.463816397908115,77352510736.0,0.28111357710155827
2014-03-18,0.028336465765124164,2.427466084412043,78590932190.0,0.46148775566569666
2014-03-19,0.024394646252604568,2.335519490624487,71473369137.0,-0.30862359091668073
2014-03-20,0.022765457344191553,2.28738885622211,59261186944.0,-0.8063273403511462
2014-03-21,0.020103025461339463,2.216938017203456,59614638377.0,0.06728118382858717
2014-03-24,0.014624888738988373,2.0599231072746664,56382813360.0,0.9280521051065098
2014-03-25,0.01678023924552896,2.116429001533325,54566939371.0,-0.13814771022582656
2014-03-26,0.01340735323645914,2.068471536248639,56893497724.0,0.7349772363378001
2014-03-27,0.016676573708462206,2.1688426198356363,58417635485.0,1.1130635168611105
2014-03-28,0.014343786960806515,2.015141856867531,61525540841.0,1.3456720578994716
2014-03-31,0.00930475012910259,1.9194099900515003,72761968467.0,1.4063017054954203
2014-04-01,0.0033739894987352415,1.8246559051714801,83989741456.0,1.1763968629547417
2014-04-02,-0.004049969495287242,1.7010914327474136,92129228955.0,1.212422344017973
2014-04-03,-0.003503444130284028,1.753008513627872,89604746489.0,0.9241649839936056
2014-04-07,-0.0019171452286013135,1.6532836199935814,81874848984.0,0.5361775250359544
2014-04-08,-0.0069429520098205355,1.555501374721227,81931900170.0,0.2617613807219426
2014-04-09,-0.010066433807318309,1.5456895110605915,88700398826.0,0.7493664501484343
2014-04-10,-0.006041533078101069,1.6701169729578913,93360674183.0,0.4948289114893649
2014-04-11,-0.013943304008596558,1.5581357720822238,90166627199.0,0.14092413589025585
2014-04-14,-0.02316810105505862,1.3362754351179573,98816151718.0,0.826003042804412
2014-04-15,-0.03125115851516547,1.202413313304867,101653051716.0,0.6271668941184356
2014-04-16,-0.034712935326505656,1.1057017341805597,103242069504.0,0.614040609504249
2014-04-17,-0.02456755221057283,1.3062715686152642,105317631706.0,-0.08767005339495353
2014-04-18,-0.023277603554853532,1.316472880890786,113195642182.0,0.28269087859334224
2014-04-21,-0.022646410628021862,1.2881590536096774,112821657054.0,-0.08383233849366706
2014-04-22,-0.0182009120468265,1.2747809252544435,108577479127.0,0.20040950544813507
2014-04-23,-0.02419912312746708,1.1921591013395096,112671545205.0,0.3858510483251973
2014-04-24,-0.021851689396993113,1.2265973335492577,111652659381.0,0.49317709460696785
2014-04-25,-0.04284675206826638,0.7909482182136327,110250618132.0,0.8174132902503662
2014-04-28,-0.03937639366316503,0.7540990226173638,104633655152.0,0.42246071103318206
2014-04-29,-0.032127344089748155,0.8698069085968849,92668617656.0,-0.4596406473561036
2014-04-30,-0.026734424918926858,0.9337751501491348,80591734696.0,-0.6961205420705127
2014-05-02,-0.022191022873557786,0.9422359627502318,80627948139.0,1.1708881099804547
2014-05-05,-0.01774745920780274,1.126610834738039,72831566101.0,-0.2871379840368906
2014-05-06,-0.008104444301097247,1.291848837574175,65683201583.0,-0.5715490686043893
2014-05-07,-0.002698431421323977,1.341873991807099,58844748885.0,-0.7912473867001739
2014-05-08,0.0006679443105290783,1.429389929648449,54308267197.0,0.054401067730427174
2014-05-09,-0.0034464895564028097,1.4593483312901334,43976184617.0,-1.071277012882201
2014-05-12,0.0013543404160401007,1.475484419885617,35324541526.0,-1.1656208533214765
2014-05-13,0.006166212397280546,1.3677118405743558,31963515146.0,0.3271756986850263
2014-05-14,0.010193834335693763,1.3310333853551617,34032531963.0,0.9531241365206203
2014-05-15,0.015156859964267966,1.3582815069541139,30298636188.0,0.07779837037737526
2014-05-16,0.006401181289229507,1.3426657644890672,31528852372.0,0.13038749581076303
2014-05-19,0.008704609180385514,1.4174846884695975,32655718274.0,0.49301556423777465
2014-05-20,0.009525007463908608,1.4087036249708669,33254588131.0,0.04245451882692784
2014-05-21,0.011923630632600712,1.4581591735232309,29513317390.0,-0.324400199598363
2014-05-22,0.018194592876999538,1.536203670673189,30900845153.0,0.6530591956606687
2014-05-23,0.019829911710746106,1.6144104481463901,29594722058.0,0.35729666126639936
2014-05-26,0.04244869270352303,1.7439895800852887,23132800151.0,-0.09736973150251527
2014-05-27,0.04542173434291441,1.7755701301604432,19290015183.0,-0.09780724569033658
2014-05-28,0.040891736546931456,1.7711985745339964,27185126223.0,0.8002757097685175
2014-05-29,0.04146365647688688,1.8463793415853258,34408481825.0,0.4565953224355628
2014-05-30,0.04156995207172964,1.8466903576440392,24251103139.0,-0.31213113487995253
2014-06-03,0.03606425698874194,1.883451153824124,27532304539.0,0.2587781476929595
2014-06-04,0.034887737981578404,2.013357135638519,28205303943.0,-0.4379921068352729
2014-06-05,0.036581853254525676,2.0958480789602247,32305145853.0,-0.14423919656117626
2014-06-06,0.03422326843437573,2.1056757519416696,31242758338.0,-0.08100483088016705
2014-06-09,0.0315525526782936,2.04824365470695,40715215477.0,0.38344642825752895
2014-06-10,0.027468042835689932,1.9406206029492148,56691308843.0,1.2783575279670367
2014-06-11,0.032689771635172615,1.9566298380346665,56034789248.0,0.22259664519701264
2014-06-12,0.03799469170580938,2.0430493314585827,50325372061.0,0.07793432175769026
2014-06-13,0.04065920146622837,2.120480204518202,49821439565.0,-0.026360020460166906
2014-06-16,0.0452328670863289,2.201240802869441,52800897090.0,0.5620656278134595
2014-06-17,0.045184835307205296,2.249341822807861,52195443699.0,0.36509833645288714
2014-06-18,0.03875975626549799,2.0565029272287303,67761180626.0,2.4097001817881365
2014-06-19,0.04144802276744697,2.1518878930178715,76422677725.0,0.948650075006687
2014-06-20,0.03979104225378549,2.1629639382461834,70033445603.0,-0.4189560902941338
2014-06-23,0.027766450766322892,1.9185211772954724,71165922217.0,0.4583026108264161
2014-06-24,0.02721655180325433,2.0105526417036117,73982401672.0,0.24899615274158796
2014-06-25,0.027856327543287485,2.0424387912876036,76844207807.0,0.24924054347813385
2014-06-26,0.032386354321517485,2.1367058468814637,75867979917.0,0.5681019130762568
2014-06-27,0.028272156464167253,2.0900713445907284,74605122828.0,0.15746214473811285
2014-06-30,0.026986817938639884,2.0487692996073936,81610246797.0,0.6847481346595954
2014-07-01,0.025370057577158933,2.0329976461568546,83884269555.0,0.51668291006997
2014-07-02,0.013783901102580431,1.8628531309721716,94197827899.0,1.0970692527860904
2014-07-03,0.016576119807644396,1.9998537507235703,94149154796.0,-0.3215069400898764
2014-07-04,0.015628255646580325,1.9837554118528093,88197465078.0,-1.2379408818013684
2014-07-07,0.014272527747954955,1.9009587211550196,88420393198.0,0.3094851528842672
2014-07-08,0.0174206218164068,1.880615941683167,81450229664.0,0.07487539853741029
2014-07-09,0.019337078073330627,1.9371688116765562,76599496194.0,-0.7103708226409554
2014-07-10,0.0164217427078166,1.9428452841608028,74694549789.0,-0.3714505251713066
2014-07-11,0.0035857049917165096,1.7150921908826313,74379544405.0,-0.21578980029570705
2014-07-14,0.0056176595861952006,1.838193688058762,66771228230.0,-0.8016457475499723
2014-07-15,0.007753706972086549,1.9347124759355019,65670531713.0,0.08808854130228229
2014-07-16,0.019320763272247854,2.031633658436973,49768025570.0,-0.1786333109837556
2014-07-17,0.01907229748086947,2.1074016376384592,39494598131.0,-0.8023491979253204
2014-07-18,0.02079763499949827,2.153580768324885,41591337053.0,-0.16386195987882576
2014-07-21,0.02868698207134668,2.108332017119557,36769947455.0,-0.3910495673505376
2014-07-22,0.02270879163430717,2.0525042343355198,40032555218.0,0.7933122756482572
2014-07-24,0.02568649066845885,2.1417835367796227,38253089961.0,-0.07567996321068059
2014-07-25,0.0245064139568818,2.1943536363401313,31517664219.0,-0.5793401758291233
2014-07-28,0.028530736225094833,2.235157297475804,31302369125.0,0.12035009565469879
2014-07-29,0.020884896484819393,2.0302166224660025,33029429557.0,1.0271590423479566
2014-07-30,0.019127993985920577,1.9775518328571933,36172231117.0,1.0929358118815775
2014-07-31,0.030660897972217604,2.068337818657821,16995972220.0,-2.1569895639100665
2014-08-01,0.020156439446675112,1.9639268143519737,18556518310.0,-0.02444831842588403
2014-08-04,0.020355391816034407,1.9525952147087746,24836967912.0,-0.15783657244792493
2014-08-05,0.027161223791854594,2.018574447782239,3217927709.0,-3.306237219132191
2014-08-06,0.016199636773337245,1.7705717238175982,5775283844.0,0.5569162758159113
2014-08-07,0.0107625491837815,1.7096859029411522,6336382345.0,-0.5616374818340243
2014-08-08,0.0031134914045642947,1.5606482013338543,4806033929.0,-0.5689551872244216
2014-08-11,0.010626381505617344,1.5177958859255885,2014112887.0,-0.6236887838578952
2014-08-12,0.0018548788766561408,1.4509577305599932,1069186693.0,-0.897157353792583
2014-08-13,-0.005709559874565895,1.3876239337080727,5299929202.0,0.8693762127600148
2014-08-14,-0.010891157318732692,1.3762294326815403,3520780849.0,-0.4229237558791855
2014-08-15,-0.017520780831830396,1.3181046867877138,6909280172.0,-0.17990690300779452
2014-08-18,-0.02678127677065467,1.1801807183886361,6434722774.0,-0.2188661668540501
2014-08-19,-0.030971539413972793,1.0677863039094735,12585861539.0,0.6877013073999666
2014-08-20,-0.034124475933359655,0.9670129619589013,11517489368.0,0.6104005304352054
2014-08-21,-0.04059637215984968,0.9278105008209202,11592019567.0,-0.05952545652529129
2014-08-22,-0.04407786684818249,0.9206117501091272,27212401129.0,2.108728420188723
2014-08-25,-0.045484066764637565,0.9479835438057178,29185828763.0,0.4351623927085936
2014-08-26,-0.037528448927708014,0.9457038645676412,24404030658.0,0.1692495607986133
2014-08-27,-0.038284310366473284,0.8955190657003469,27692100655.0,1.6268752822577344
2014-08-28,-0.03738556821688199,1.0146943643669137,42175727445.0,0.3057749366305105
2014-08-29,-0.031934539319147026,1.0467563730973193,44778600170.0,0.3715025326520536
2014-09-01,-0.032354815434620376,1.0407915692203569,52172429079.0,1.0654738937779216
2014-09-02,-0.03469771505267527,1.0685169297364827,69113929056.0,-0.5272196260321708
2014-09-03,-0.02393835092742924,1.0688582138902711,71000989143.0,0.819389816744553
2014-09-04,-0.019986190612456434,1.101568301558064,72748433140.0,-0.36225784900389923
2014-09-05,-0.011407199028785842,1.1411983785847426,75958454303.0,-0.11362249756431711
2014-09-09,-0.009411700381451671,1.1453348967389014,87157339472.0,1.220625717208709
2014-09-10,-0.0020258780767618,1.2362819789677593,80164705485.0,-2.2038757168791645
2014-09-11,-0.00013775086292899807,1.2143248647915488,71625333530.0,-0.6595664878201406
2014-09-12,0.0010224813073316241,1.2291826365790628,67573151983.0,-1.1866061101351413
2014-09-15,0.0021636672754830055,1.1960992690313836,65562893524.0,-0.5764192834961641
2014-09-16,0.008223461756582617,1.1829581503272546,57014155314.0,-1.7163370348006728
2014-09-17,0.01513601496509498,1.2109173447305406,47969295817.0,-0.8871541640011984
2014-09-18,0.022914616033001378,1.2663019096438788,41317432997.0,-0.541035989377506
2014-09-19,0.024552392228239794,1.2581614242455932,36583494264.0,-0.8722714629063798
2014-09-22,0.02910574376220687,1.3423435436715996,7131458124.0,-2.9118032575461696
2014-09-23,0.029417339039443213,1.374951475668017,-4087268354.0,-1.432206853686544
2014-09-24,0.033087167357542135,1.445598102454972,-12935786983.0,-1.2781735372253222
2014-09-25,0.032449205933834824,1.3777587052396214,-30506624619.0,-1.3105959820286508
2014-09-26,0.022512027081526442,1.2950252496464651,-37568415349.0,-0.8106789901647097
2014-09-29,0.023423126308181885,1.3470701543718762,-54521942367.0,-2.3862415444788074
2014-09-30,0.020889582289288278,1.2878084406671837,-67477642963.0,-1.0295020032590518
2014-10-01,0.01910588824746484,1.2797942745626587,-74127475137.0,-1.4906626976921558
2014-10-02,0.020267246060001076,1.3051520317380716,-87436720882.0,-1.297020300246618
2014-10-03,0.016129809370213355,1.2526006994201264,-83782552345.0,0.4056890970294077
2014-10-06,0.017503213795981187,1.324777376755362,-89766341424.0,-0.9641400541978239
2014-10-07,0.014341482731894839,1.262843680390526,-99782494464.0,-0.3578114460544019
2014-10-08,0.008808224025956823,1.241004742455041,-93981751398.0,-1.02801877179573
2014-10-09,0.006661563132766224,1.173767100262945,-92641212421.0,-0.281684323765008
2014-10-13,-0.00827240492354575,0.8671857800182354,-96202389483.0,-1.6186729595429905
2014-10-14,-0.010554056886626695,0.7861441216694686,-97428520205.0,-0.6275578966111515
2014-10-15,-0.017966432953728573,0.6124868724022815,-93092253031.0,-0.8162178482864867
2014-10-16,-0.028647279508562273,0.4078954174276103,-95009481449.0,-1.056919729680806
2014-10-17,-0.03799359812245662,0.2590937820326002,-101088481357.0,-1.4131107711235271
2014-10-20,-0.0392837782997939,0.22434770335555917,-95591703502.0,0.20083514170639416
2014-10-21,-0.04461170736907971,0.1930458803934375,-82912864215.0,-0.6183313037627655
2014-10-22,-0.048381007309464485,0.14365925135852206,-71035225707.0,0.6867441465673454
2014-10-23,-0.05228107175612129,0.13014998423751056,-63884016153.0,0.03692638569874087
2014-10-24,-0.048928529426278455,0.14095323857842365,-63949061780.0,-1.20349471712917
2014-10-27,-0.05942830136663646,-0.18981252640246543,-54868830550.0,0.8132491124122542
2014-10-28,-0.06878507584112381,-0.3559869993430356,-30165039386.0,1.8238355670131252
2014-10-29,-0.0708287174866089,-0.46553645243729475,-15644606652.0,1.4510602661384926
2014-10-30,-0.06751726531368818,-0.39467064246310263,-1959309818.0,0.8420738189037351
2014-10-31,-0.07008562468593416,-0.4295673164433108,12337347105.0,1.1169497881947352
2014-11-03,-0.06895975025409251,-0.4566958380593679,15588380719.0,0.968248314849354
2014-11-04,-0.07098443291948608,-0.4302170675901399,26867133943.0,0.9317406997051132
2014-11-05,-0.06465292632380437,-0.3388865609900826,30039045200.0,0.19407081684664973
2014-11-06,-0.06508043333185864,-0.37118789648961587,38465734841.0,0.3987769959356222
2014-11-07,-0.06288068564727334,-0.38723076130169654,40412222745.0,0.06673130390164958
2014-11-10,-0.052588918619704494,-0.4613655513094698,64434225495.0,2.3493644792688486
2014-11-11,-0.04856552050508267,-0.4512749906917756,71933520089.0,0.6075968337188781
2014-11-12,-0.0376689678029416,-0.37324962830219577,71573688822.0,-0.8584450933742962
2014-11-13,-0.031087075889525195,-0.43807489599376337,80364494691.0,0.3920004497506312
2014-11-14,-0.02527740292134595,-0.46180846372181433,89931939956.0,0.15853540262723942
2014-11-17,-0.0245370177678923,-0.48449398742287125,82177610186.0,-1.0916792826978419
2014-11-18,-0.03182192446078813,-0.701992800820773,87723318787.0,0.2685773407245878
2014-11-19,-0.03752651822488118,-0.904159314811202,95622856540.0,1.8994468080522715
2014-11-20,-0.03831197910327888,-0.9453328708057119,104271230132.0,1.3833949007897683
2014-11-21,-0.03783131630506131,-0.9278210584566872,113786425258.0,0.3107725625618541
2014-11-24,-0.0229309607024778,-0.9223971511903171,113099899996.0,0.6052779872632984
2014-11-25,-0.015486446429654799,-0.9267213614849003,104159710365.0,0.26193814148644373
2014-11-26,-0.012886085166008532,-0.9907938283641967,97193603477.0,0.22726081373129323
2014-11-27,-0.021221176613244297,-1.1297120078082228,98217486359.0,0.9249805514977629
2014-11-28,-0.021132555247317497,-1.1714817019992891,95810121749.0,0.6368612451920732
2014-12-01,-0.019568573825459845,-1.1668922734039318,83073614537.0,-1.1977275431527705
2014-12-02,-0.013907892108208975,-0.9925522728967641,67867279548.0,-1.6214946264788324
2014-12-03,-0.011259365658354059,-0.8224590709732615,64370830802.0,-0.438727350840722
2014-12-04,-0.012483799584657174,-0.8997218451261821,67395811724.0,0.8224763302434754
2014-12-05,-0.006849597917045536,-0.7708381669952973,64144979006.0,-0.5242873416567497
2014-12-08,0.0013127919178581582,-0.6386703807064384,44832416111.0,-0.8429120046540475
2014-12-09,0.003715333208321514,-0.5631319287997091,36432351882.0,-0.7997246581921909
2014-12-10,0.005064620585733204,-0.4336508086049966,28908371172.0,-2.0967389929676155
2014-12-11,0.009025207720396722,-0.4001093985263751,21209000139.0,-0.8785377473508241
2014-12-12,0.011088900492102871,-0.3697829707248397,13865466323.0,-1.04571139345773
2014-12-15,0.016925374008866845,-0.22664367940006408,14352793346.0,-1.0193302492841816
2014-12-16,0.030853847630440745,-0.08709590921373209,1375945554.0,-1.8164379287382368
2014-12-17,0.04618770614990253,0.11446748019375391,-32524068706.0,-3.4460735480321922
2014-12-18,0.04817817061145879,0.13083276833988775,-50019166581.0,-1.357099412380152
2014-12-19,0.03590870988502659,-0.2014199977010069,-45297078355.0,1.0730422000414608
2014-12-22,0.03398069090987543,-0.24349801277301977,-46491634597.0,0.43566357284692553
2014-12-23,0.03482821506131373,-0.21331411681706566,-48456792579.0,-0.01389279705412093
2014-12-24,0.03932184578652631,-0.14637793846111818,-48389806939.0,0.2705336872842189
2014-12-25,0.046786079350706,-0.083240060011895,-54402323215.0,-0.002806313939614989
2014-12-26,0.04813635955086859,-0.08547950561638185,-57354364694.0,0.20396015313255625
2014-12-27,0.047987182252922755,-0.0740307010026661,-52138430707.0,-0.2648970380833535
2014-12-29,0.03688993927361395,-0.19201648097885482,-33119737182.0,1.4561304302951277
2014-12-30,0.03127430823171662,-0.1483472086978086,-29815171225.0,0.1408835122425226
2014-12-31,0.03306287605707503,-0.1755952563198965,-35009619808.0,0.024972061147750933
2015-01-05,0.03455734976560487,0.0433129669920332,-36747255505.0,-0.7231310623729265
2015-01-06,0.037034793933218735,0.298348080467775,-51364870242.0,-2.962406597467875
