date,us_spy_vs_high,us_spy_mom_20d,us_spy_drawdown,us_vix,us_vix_inv,us_vix_zscore,us_10y_yield,us_10y_change_20d,us_vix_spy_corr_20d,tw_taiex_vs_high,tw_taiex_mom_20d,tw_taiex_drawdown,tw_volume_surge,tw_tsmc_vs_high,tw_tsmc_mom_20d,tw_realized_vol_20d,tw_drawdown_velocity,tw_tsmc_taiex_spread,fx_usdjpy_mom_20d,cross_us_tw_corr_60d,cross_gold_spy_ratio
2014-11-25,0.9992760382201185,0.04384847841733697,-0.0007239617798815434,12.25,0.08163265306122448,-0.7300416124853889,2.259999990463257,-0.023999929428100586,-0.534249992630434,0.952667805243201,0.03905945120220511,-0.04733219475679895,1.0449983595662524,1.0,0.0859375936767297,0.12787988254970664,0.026874760493265204,0.0468781424745246,0.09839303276827116,0.24425825513230248,0.6745763481502272
2014-11-26,1.0,0.04810451047577202,0.0,12.069999694824219,0.08285004351978681,-0.8037360305446919,2.2339999675750732,-0.08899998664855957,-0.4926184237981004,0.9533104359367003,0.02456400045364182,-0.046689564063299716,0.8971287772492386,1.0,0.07751943219171964,0.11849194091501573,0.016631449715449387,0.05295543173807782,0.08962005174709975,0.24701048523318128,0.6715717488621645
2014-11-28,0.997881207374548,0.039221551753297,-0.002118792625452004,13.329999923706055,0.07501875511804026,-0.2757870167663974,2.194000005722046,-0.11100006103515625,-0.5207889261020561,0.9600781117250761,0.02366532638557617,-0.03992188827492393,0.9718108006755873,1.0,0.08429143740165124,0.1146133787684499,0.00999256540479243,0.06062611101607507,0.07899241943598656,0.243893072120227,0.6551734039176961
2014-12-01,0.9909459900530379,0.020331209738222666,-0.00905400994696215,14.15999984741211,0.07062146968756929,0.07171620771288074,2.2179999351501465,-0.11700010299682617,-0.6111989582301642,0.9528213957138564,0.012532026307527477,-0.04717860428614362,1.165057591775516,0.9893990977649918,0.06870222058268238,0.11837090676326273,-0.0004828149612425836,0.056170194275154905,0.05337594325360362,0.25731042217785544,0.686064300790526
2014-12-02,0.9973513979884684,0.02636637604610126,-0.002648602011531609,12.850000381469727,0.07782100936292925,-0.47546639760553344,2.2850000858306885,-0.06299996376037598,-0.6793410406030552,0.9441561377252384,0.005073940143476063,-0.05584386227476157,1.2208982795779368,0.971731171666942,0.04166655209617254,0.12312265214075215,-0.008511667517962618,0.036592611952696474,0.041003765355307475,0.24175645962565384,0.6732382312689799
2014-12-03,1.0,0.03391855855590942,0.0,12.5,0.08,-0.6184500657640017,2.2869999408721924,-0.05500006675720215,-0.6958301660752673,0.9588355086880669,0.023727507883273047,-0.041164491311933116,1.5053817481258114,0.9752647568865519,0.04545444903677898,0.13373102956606217,0.0055250727513666,0.02172694115350593,0.05035245609955208,0.24813861050158703,0.6775788656766507
2014-12-04,0.998893751039858,0.02629256913996736,-0.0011062489601419978,12.380000114440918,0.08077544351825397,-0.6644247612557381,2.256999969482422,-0.09299993515014648,-0.665510023054926,0.9640450321136753,0.037576273878389355,-0.035954967886324685,1.3228134142613859,0.9823320006138611,0.05303032148061626,0.12992488959888365,0.00624934621996498,0.015454047602226906,0.04540579422759827,0.2520818513646772,0.6757052551145382
2014-12-05,1.0,0.0238740401657227,0.0,11.890000343322754,0.08410428689025101,-0.8634498688065796,2.306999921798706,-0.06800007820129395,-0.6517022935189359,0.9621075470071034,0.03298138680176943,-0.037892452992896564,1.114719923059771,0.971731171666942,0.049618160473137385,0.1306285649429909,0.0020294352820273698,0.016636773671367955,0.04025138793492378,0.2589980347833123,0.6661594340906483
2014-12-08,0.9933170727547486,0.016081280985127178,-0.0066829272452514354,14.210000038146973,0.07037297658800028,0.10657869174461068,2.256999969482422,-0.05500006675720215,-0.759089572614066,0.9600927053711251,0.015172321810682066,-0.03990729462887488,1.071371248194318,0.9752647568865519,0.026022039703849975,0.12057080938589876,0.007271309657268743,0.01084971789316791,0.06136222795139035,0.26071076985502495,0.6785532332957053
2014-12-09,0.9926441875330668,0.012207155886484022,-0.007355812466933176,15.350000381469727,0.06514657818557346,0.5801327133566458,2.2200000286102295,-0.13899993896484375,-0.7484414572944245,0.9539908264136829,0.010489122321603261,-0.046009173586317065,0.9839963029349461,0.9752647568865519,0.029850657327854746,0.12293780745300824,0.009834688688444504,0.019361535006251485,0.051388663115683464,0.2493520061534073,0.6931471171802263
