date,us_score,tw_score,divergence
2014-03-21,55.68408843184841,57.42157414533373,1.73748571348532
2014-03-24,53.18528707801024,54.86517404931506,1.6798869713048177
2014-03-25,57.551531086568524,56.49006220113354,1.0614688854349836
2014-03-26,53.61302121257493,59.38089244699139,5.767871234416461
2014-03-27,52.57065563845242,59.60798163719802,7.037325998745601
2014-03-28,54.500049759154855,59.70826108709836,5.208211327943502
2014-03-31,59.759667491850244,58.17915649238762,1.580510999462625
2014-04-01,60.423533417170646,61.285423264366955,0.8618898471963092
2014-04-02,60.40344149466548,63.29212600597707,2.888684511311588
2014-04-03,59.6454427071248,64.69394521875525,5.048502511630446
2014-04-04,52.54654976789195,62.275827175377344,9.729277407485391
2014-04-07,46.18389155624063,60.91662966381964,14.73273810757901
2014-04-08,49.444366333568816,58.775422735556845,9.331056401988029
2014-04-09,55.86109809424751,61.56557805283336,5.70447995858585
2014-04-10,45.39505073063269,63.87816520619729,18.483114475564598
2014-04-11,41.37092108257873,58.59086188602838,17.219940803449646
2014-04-14,45.06225219518522,53.54950067259456,8.487248477409338
2014-04-15,48.340858344442765,57.668798600947966,9.327940256505201
2014-04-16,55.773488101403224,59.158931346708115,3.3854432453048915
2014-04-17,56.808749185441705,61.946416798345545,5.13766761290384
2014-04-21,58.850956081547906,59.725693035279576,0.87473695373167
2014-04-22,61.28441333566441,63.649536413739575,2.3651230780751646
2014-04-23,59.77161483896545,66.96648518819367,7.194870349228225
2014-04-24,60.98688818165326,64.58883419550448,3.6019460138512116
2014-04-25,56.80990263177763,65.02809816282404,8.218195531046405
2014-04-28,57.80116150242917,56.715216489743376,1.0859450126857908
2014-04-29,59.164052234633594,56.016051471977754,3.1480007626558404
2014-04-30,60.229877705227956,56.48244341326635,3.7474342919616035
2014-05-01,60.309032829663806,59.286683795547106,1.0223490341167008
2014-05-02,59.88253674518908,53.818342929417256,6.064193815771823
2014-05-05,61.04171456130892,52.47237689339899,8.569337667909934
2014-05-06,57.7288206676463,55.900850438641456,1.8279702290048476
2014-05-07,60.88090048082663,56.43817622447301,4.442724256353621
2014-05-08,58.81516746427112,58.21985416571347,0.5953132985576488
2014-05-09,60.05511813516813,57.493799933013086,2.561318202155043
2014-05-12,63.85364027124679,52.90932727728561,10.944312993961177
2014-05-13,62.78135223975744,53.54824427427987,9.233107965477572
2014-05-14,59.268319641672136,52.29911789774745,6.969201743924685
2014-05-15,52.80203033934002,48.368472536016874,4.433557803323147
2014-05-16,56.48387950222434,49.864198759180866,6.6196807430434745
2014-05-19,57.3353720497964,50.48629016895659,6.849081880839805
2014-05-20,54.11434461673791,48.982232594774565,5.132112021963344
2014-05-21,60.66530576594082,48.709863084447626,11.955442681493196
2014-05-22,60.82064063044297,53.77038965536819,7.050250975074782
2014-05-23,63.32272515730224,55.58413088606337,7.738594271238867
2014-05-27,62.57694187497939,58.35878028297317,4.2181615920062185
2014-05-28,61.54990489503477,61.10738161405258,0.4425232809821935
2014-05-29,61.9488713540394,60.62699632203743,1.3218750320019694
2014-05-30,62.626125253516115,67.95734624689342,5.331220993377308
2014-06-02,63.444524171984696,57.24688861745466,6.197635554530038
2014-06-03,63.018785571471575,62.81222195602229,0.2065636154492836
2014-06-04,63.53068948903854,64.90191022587673,1.3712207368381968
2014-06-05,64.24225076808234,66.03348936287867,1.7912385947963259
2014-06-06,66.22314100241813,66.7665142321426,0.543373229724466
2014-06-09,65.33304730121762,63.72298860089825,1.610058700319371
2014-06-10,63.047987774047705,65.21524813387701,2.1672603598293065
2014-06-11,61.051202510525954,64.10598643929447,3.054783928768515
2014-06-12,59.053772071359596,63.0362110867811,3.9824390154215052
2014-06-13,60.72339263876677,60.37124302956745,0.3521496091993157
2014-06-16,59.90205771448511,60.196004387086816,0.2939466726017059
2014-06-17,61.40376724452763,62.81641062400828,1.4126433794806488
2014-06-18,67.45500348932524,65.59466048829829,1.8603430010269477
2014-06-19,64.04075879567795,57.40954018598008,6.631218609697868
2014-06-20,63.701667001942916,57.73256907859748,5.969097923345437
2014-06-23,62.48898998955241,59.99220132132435,2.4967886682280565
2014-06-24,60.43491572915404,52.36136510157546,8.073550627578584
2014-06-25,63.66734419885146,52.36577422854691,11.301569970304548
2014-06-26,62.96106303091867,59.32014895894745,3.640914071971224
2014-06-27,64.12869903879586,54.83837186268405,9.29032717611181
2014-06-30,62.77436992893324,56.95579786857519,5.818572060358051
2014-07-01,64.75263044322341,61.8015563771357,2.9510740660877133
2014-07-02,65.14453217449397,69.30667247084827,4.162140296354295
2014-07-03,66.64882700117194,62.368229194600815,4.280597806571123
2014-07-07,62.51856304714429,60.208426025646396,2.3101370214978942
2014-07-08,58.35166562829244,58.827917923881124,0.47625229558868654
2014-07-09,60.817144210943525,55.86242178563365,4.954722425309875
2014-07-10,57.62440635616017,59.581665518738305,1.9572591625781328
2014-07-11,59.49656322025216,57.83590556821306,1.6606576520391059
2014-07-14,62.39146293205929,55.581011594829384,6.810451337229907
2014-07-15,61.621448965511014,57.73234102804215,3.8891079374688644
2014-07-16,64.22558955673748,55.391870600915034,8.833718955822441
2014-07-17,51.17792644202448,49.03321182785392,2.14471461417056
2014-07-18,61.144518131108136,45.52775984245923,15.616758288648903
2014-07-21,58.77592419666585,45.591797300911566,13.184126895754282
2014-07-22,62.0401911297075,46.90713425895842,15.13305687074908
2014-07-23,64.36005760413862,46.90256676648353,17.457490837655087
2014-07-24,63.46734993565773,52.633747651270326,10.833602284387403
2014-07-25,59.52351830607218,46.8039323225421,12.719585983530074
2014-07-28,59.6617323624965,47.68331991562154,11.978412446874962
2014-07-29,56.46828119444449,53.825048894044116,2.6432323004003706
2014-07-30,56.043635852889885,50.269955870341036,5.773679982548849
2014-07-31,41.40194283399489,45.60297059506525,4.201027761070364
2014-08-01,38.71934458839428,41.86013046874029,3.1407858803460087
2014-08-04,46.3607145776389,41.81600275568221,4.544711821956689
2014-08-05,40.246120444388005,36.569317084492845,3.6768033598951604
2014-08-06,40.314919643393694,35.89029735528486,4.424622288108836
2014-08-07,37.55926609429054,29.736886111917766,7.822379982372777
2014-08-08,42.83521499862135,31.425767156765282,11.409447841856071
2014-08-11,46.25227060769022,30.948046608117174,15.304223999573047
2014-08-12,46.05405876064706,32.03295441047796,14.021104350169097
2014-08-13,50.71760775864531,33.915183003538296,16.802424755107012
2014-08-14,56.6559228790484,35.75551611156983,20.900406767478565
2014-08-15,53.12486424870796,32.03465037635705,21.09021387235091
2014-08-18,58.761287883514434,32.73424860236889,26.02703928114554
2014-08-19,60.16945503872588,34.72638366379576,25.44307137493012
2014-08-20,61.67096844535284,37.473111574953535,24.197856870399306
2014-08-21,62.51783868821533,36.50340888727749,26.01442980093784
2014-08-22,62.24858239137747,42.053149659519036,20.195432731858432
2014-08-25,62.249044526833075,37.364041916517515,24.88500261031556
2014-08-26,62.6769653503704,38.767019973882306,23.909945376488096
2014-08-27,62.191037290951684,48.748887077784104,13.44215021316758
2014-08-28,57.34067133177134,47.303920302418774,10.036751029352565
2014-08-29,58.45682343587215,42.69027017683609,15.766553259036066
2014-09-02,56.94699565184527,45.33433986792288,11.612655783922392
2014-09-03,54.50511794601444,45.296813729686065,9.208304216328372
2014-09-04,53.439069454920585,43.44145802389925,9.997611431021333
2014-09-05,56.636035075273504,43.09244859133867,13.543586483934831
2014-09-08,53.9311579956802,53.953727382675225,0.02256938699502342
2014-09-09,53.975936754397196,47.66292904106759,6.313007713329604
2014-09-10,58.36174787941475,45.471312404186804,12.890435475227946
2014-09-11,56.936438322079105,43.84059506371983,13.095843258359274
2014-09-12,52.613481453443356,42.88762381390946,9.7258576395339
2014-09-15,51.086728750144545,39.261995852240965,11.82473289790358
2014-09-16,56.063426728562966,39.422166374745075,16.64126035381789
2014-09-17,57.255376206283664,44.54780699078682,12.707569215496846
2014-09-18,60.14439809049743,43.50232198764314,16.64207610285429
2014-09-19,59.51332800741894,45.802508978385156,13.710819029033786
2014-09-22,56.56830388988102,43.16589607145993,13.40240781842109
2014-09-23,53.109644536598466,39.33304172996715,13.776602806631317
2014-09-24,60.42420160269019,40.71841170841651,19.70578989427368
2014-09-25,48.68956387191687,44.07253462740382,4.6170292445130485
2014-09-26,54.110327937420244,41.99989814754724,12.110429789873002
2014-09-29,50.581991550010436,41.33629343480537,9.245698115205066
2014-09-30,48.995798737570276,49.62423665247496,0.628437914904687
2014-10-01,37.52326788635609,40.01640071899088,2.4931328326347924
2014-10-02,38.68542080378374,43.74976021844558,5.064339414661838
2014-10-03,47.60679697584642,44.9139226471343,2.692874328712122
2014-10-06,44.82595072810307,40.78114258186282,4.04480814624025
2014-10-07,35.144230966366955,36.7885716293579,1.6443406629909418
2014-10-08,46.75824140807064,35.37735371848402,11.380887689586622
2014-10-09,31.20121886858942,36.93370666166947,5.732487793080047
2014-10-10,29.14665306010561,42.174643557136875,13.027990497031265
2014-10-13,26.38513895728088,34.70251439039765,8.317375433116773
2014-10-14,25.67767892827298,25.52858136488587,0.14909756338710878
2014-10-15,24.965558692254866,29.773070035673022,4.807511343418156
2014-10-16,24.587457695855328,32.47327424515572,7.885816549300394
2014-10-17,25.956434669900666,34.621174021328386,8.66473935142772
2014-10-20,32.09897274440446,22.57616120622683,9.522811538177635
2014-10-21,44.39928718882878,20.614150058671363,23.785137130157416
2014-10-22,38.362694497574466,26.42011053024831,11.942583967326158
2014-10-23,47.16351018765507,23.43860159490834,23.72490859274673
2014-10-24,49.79668931021227,25.19315650322624,24.60353280698603
2014-10-27,49.94055747214058,24.80711960531793,25.133437866822653
2014-10-28,57.470286363012676,30.504304525527505,26.96598183748517
2014-10-29,59.50861399654709,37.49486004255106,22.01375395399603
2014-10-30,63.746831246195065,35.5597869331664,28.187044313028665
2014-10-31,67.40468243361394,39.642752163325774,27.76193027028817
2014-11-03,66.7453773453886,40.83943571889442,25.905941626494183
2014-11-04,67.0038544473783,36.3907975757071,30.613056871671205
2014-11-05,68.28317885295989,36.584315816148035,31.698863036811858
2014-11-06,71.35086672394551,36.01852921164006,35.33233751230546
2014-11-07,71.49080067679382,33.237593768194515,38.25320690859931
2014-11-10,73.54009919508579,44.29012979184012,29.249969403245665
2014-11-11,73.74317350896341,42.87163943556505,30.871534073398358
2014-11-12,72.46548240141671,40.70352110188805,31.761961299528657
2014-11-13,71.14007841496601,37.91980327482211,33.220275140143904
2014-11-14,68.27141491827524,42.02391666336909,26.247498254906148
2014-11-17,66.90733195497381,41.18674743252066,25.72058452245315
2014-11-18,62.09709446210796,43.04208823335089,19.055006228757073
2014-11-19,59.41581910242761,46.007301862341045,13.408517240086567
2014-11-20,56.060275158053855,46.51109327128052,9.549181886773333
2014-11-21,57.41279385630018,43.90173997006133,13.511053886238855
2014-11-24,59.00493990747814,44.182057581031465,14.822882326446674
2014-11-25,55.63385832286963,46.16222692852501,9.47163139434462
2014-11-26,56.62644776522851,44.08336487443971,12.543082890788803
2014-11-28,54.248941329811586,47.23954799239133,7.009393337420256
2014-12-01,47.34040201621661,48.23679660969746,0.8963945934808493
2014-12-02,54.95385587391795,49.66984201671638,5.284013857201572
2014-12-03,57.3009982378819,55.60120577603071,1.6997924618511888
2014-12-04,55.20790678804334,52.62284655693875,2.585060231104592
2014-12-05,55.89413102913405,49.632617944162874,6.2615130849711775
2014-12-08,53.6050955907247,48.005828901577345,5.599266689147356
2014-12-09,50.06957079654731,43.76324234970654,6.306328446840773
2014-12-10,42.711683909710715,44.34292785696006,1.6312439472493452
2014-12-11,40.13491510862574,39.794738572891944,0.34017653573379647
2014-12-12,29.41475390285126,37.698307140519184,8.283553237667924
2014-12-15,27.02424677002092,39.448723872072215,12.424477102051295
2014-12-16,23.67941257988631,39.45973608164204,15.780323501755731
2014-12-17,37.089777726434725,44.73025750582417,7.640479779389445
2014-12-18,50.49865644830112,44.533804904345835,5.964851543955284
2014-12-19,52.515547370464745,49.20304952873113,3.3124978417336166
2014-12-22,55.146913264811246,45.21597153919049,9.930941725620755
2014-12-23,55.383205114368785,45.933039285993516,9.450165828375269
2014-12-24,56.048012212086874,53.20098843120927,2.847023780877606
2014-12-26,55.29304568600885,43.418382538413184,11.874663147595669
2014-12-29,55.4805352707149,48.67748892738523,6.803046343329676
2014-12-30,52.621521216306725,45.8028144802145,6.818706736092224
2014-12-31,44.70807807483916,44.83275875196549,0.12468067712633513
2015-01-02,44.907989828126404,47.27914535910431,2.3711555309779087
2015-01-05,35.39308447454219,48.135017348087196,12.741932873545004
2015-01-06,29.97250357611182,43.57867323227111,13.606169656159288
2015-01-07,38.92602364689598,41.10726463258393,2.1812409856879498
2015-01-08,49.420851405399006,46.065476721673136,3.35537468372587
2015-01-09,46.334219055283675,42.53393223613825,3.800286819145427
2015-01-12,41.427262387267085,38.28018793031308,3.1470744569540017
2015-01-13,41.99825557753337,39.548348951139175,2.4499066263941955
2015-01-14,40.75137475976158,37.77194893650171,2.9794258232598736
2015-01-15,36.593116830320945,35.595900065629955,0.9972167646909895
2015-01-16,39.5611405484074,39.805764099504465,0.2446235510970638
2015-01-20,37.365301635960265,34.183656767487754,3.1816448684725103
2015-01-21,40.08270692628043,39.60587856594432,0.476828360336107
2015-01-22,48.29366669706705,42.99866646699362,5.295000230073434
2015-01-23,46.00923291264998,45.73073226555823,0.2785006470917466
2015-01-26,48.39835481297576,39.739529041435006,8.658825771540755
2015-01-27,41.233469946830546,39.11835152533202,2.1151184214985292
2015-01-28,33.47000970405993,37.48529204319556,4.015282339135624
2015-01-29,40.39866045415037,37.93612713512457,2.4625333190257948
2015-01-30,34.877339494308345,36.91864776800133,2.0413082736929837
2015-02-02,42.13067613398201,34.758280515338704,7.372395618643303
2015-02-03,52.26316189812724,42.00161665231651,10.26154524581073
2015-02-04,50.52756887442074,47.566534879122514,2.961033995298223
2015-02-05,54.313904995929875,44.446253924842914,9.86765107108696
2015-02-06,51.40512025671742,46.42626217111842,4.978858085599001
2015-02-09,49.22042563776872,45.030677155620225,4.189748482148495
2015-02-10,56.027582216830396,48.35917218609247,7.668410030737924
2015-02-11,57.2989305356871,52.882425454208416,4.416505081478682
2015-02-12,63.27481820631931,50.24276357080914,13.032054635510171
2015-02-13,65.7345186614626,52.10530507884364,13.62921358261896
2015-02-17,63.08512585503149,54.44357385995286,8.641551995078629
2015-02-18,63.12282709816503,51.65658321479041,11.466243883374624
2015-02-19,62.35240836374635,53.38556625941428,8.966842104332066
2015-02-20,62.609415521078105,55.080331272235746,7.529084248842359
2015-02-23,63.11011647706789,52.566536643869526,10.543579833198365
2015-02-24,64.49011340666743,60.60734062799166,3.882772778675772
2015-02-25,65.27225974796397,58.665819865435864,6.606439882528107
2015-02-26,65.5557708375533,56.58726947626616,8.968501361287139
2015-02-27,61.969825780430156,49.98608227856705,11.983743501863103
2015-03-02,64.22737366693732,58.45349992465399,5.773873742283335
2015-03-03,60.541984190721635,56.60145332720494,3.940530863516692
2015-03-04,55.70312410680365,57.04546436311691,1.342340256313264
2015-03-05,56.296556692139156,56.76148912018648,0.4649324280473266
2015-03-06,49.66698678157435,61.35044921329727,11.683462431722916
2015-03-09,51.34601218643095,56.249937767974096,4.903925581543149
2015-03-10,45.99671056572705,57.48956044189815,11.4928498761711
2015-03-11,43.219308098658,59.2284420884277,16.0091339897697
2015-03-12,50.557592290506065,61.24598959126551,10.688397300759448
2015-03-13,45.71123896668254,56.93819868152,11.226959714837463
2015-03-16,49.25413164126083,54.08984854980135,4.835716908540526
2015-03-17,50.57097078332996,56.62974503129882,6.058774247968856
2015-03-18,57.1814007780864,57.02272683058443,0.15867394750196695
2015-03-19,55.35509417400749,59.07737098473641,3.7222768107289212
2015-03-20,58.955857402156106,60.052471083683294,1.096613681527188
2015-03-23,57.55188051337078,55.56190931266767,1.9899712007031098
2015-03-24,54.95532592744096,51.67718894987593,3.2781369775650333
2015-03-25,47.8826701148076,51.48855158161511,3.60588146680751
2015-03-26,46.48437545978658,54.095595768632414,7.611220308845837
2015-03-27,49.63940499982984,51.994704841123564,2.3552998412937214
2015-03-30,54.22417023696907,48.99202075870368,5.2321494782653915
2015-03-31,50.8663468300299,52.5506363771071,1.6842895470771992
2015-04-01,49.252224770245235,45.70691737299545,3.545307397249786
2015-04-02,51.12568472645447,47.74060571320157,3.3850790132529056
2015-04-06,53.828882173500816,45.440775937228004,8.388106236272812
2015-04-07,52.437522986394605,49.66483500957393,2.772687976820677
2015-04-08,55.59987197544914,48.96206646520868,6.637805510240462
2015-04-09,58.61674377021207,51.925529377146276,6.691214393065792
2015-04-10,58.66742589757541,50.680496937330496,7.986928960244917
2015-04-13,55.23462832306733,50.331880951608284,4.902747371459043
2015-04-14,56.296694149019515,51.62818797774427,4.668506171275247
2015-04-15,59.07949984640285,53.22452702772124,5.85497281868161
2015-04-16,56.69615001931096,51.6010715569132,5.095078462397765
2015-04-17,52.39646428977555,48.232872395819676,4.163591893955875
2015-04-20,55.26728002930592,48.8785967001875,6.388683329118422
2015-04-21,54.788015864920204,50.60714161848068,4.180874246439522
2015-04-22,58.87278041042437,52.922346682927525,5.9504337274968435
2015-04-23,59.08045372346319,61.28097118097122,2.2005174575080346
2015-04-24,60.30464228076401,61.20936388525371,0.9047216044897013
2015-04-27,57.234843035840434,59.54916463013965,2.3143215942992157
2015-04-28,58.38402730682435,55.42893488011445,2.9550924267099035
2015-04-29,56.92265622602844,54.29319085242578,2.629465373602656
2015-04-30,54.72864369077134,52.41138021255097,2.317263478220376
2015-05-01,61.48426711203265,57.19700817138278,4.2872589406498705
2015-05-04,62.08562186232884,51.78489183869598,10.300730023632866
2015-05-05,56.91993741117248,50.33229284840641,6.587644562766066
2015-05-06,54.094852417211385,52.634451971033364,1.4604004461780207
2015-05-07,55.24717961997211,50.030572543418444,5.2166070765536645
2015-05-08,62.48083884556328,47.51391985208865,14.966918993474629
2015-05-11,60.55792115236451,51.52286767258572,9.035053479778789
2015-05-12,58.530766220926296,49.27788694832337,9.252879272602925
2015-05-13,57.36669971914853,49.22161229013209,8.145087429016435
2015-05-14,61.94439494913441,47.8901047326191,14.054290216515312
2015-05-15,63.45878221256562,45.48754064449172,17.9712415680739
2015-05-18,62.14172393838764,48.71893880685041,13.422785131537232
2015-05-19,62.704163384093555,52.479306793812086,10.224856590281469
2015-05-20,61.55427514739815,49.79859263147422,11.75568251592393
2015-05-21,62.72242411258145,47.34906514862937,15.373358963952079
2015-05-22,61.28833131252892,51.109328341271045,10.179002971257873
2015-05-26,56.334676675428035,49.799022836006955,6.53565383942108
2015-05-27,60.43409658006817,56.08159391768974,4.352502662378434
2015-05-28,60.3315340835725,56.932657973169555,3.398876110402945
2015-05-29,58.23296522804452,62.52916910153558,4.296203873491059
2015-06-01,56.99571138109375,52.813903614387854,4.181807766705894
2015-06-02,55.99569081492317,54.77713887063577,1.2185519442874053
2015-06-03,58.7868623490087,56.982639943128945,1.8042224058797558
2015-06-04,55.21452986702623,56.63486858639642,1.4203387193701928
2015-06-05,54.4393226777773,53.723234349763274,0.716088328014024
2015-06-08,47.827204579241766,50.86162982173741,3.0344252424956437
2015-06-09,48.28855312146845,52.20251784357818,3.913964722109725
2015-06-10,55.30662480229025,48.74824513928792,6.558379663002334
2015-06-11,57.223992071628366,47.34256318203653,9.881428889591838
2015-06-12,51.87250256338783,44.289470612660224,7.583031950727609
2015-06-15,47.31377328038095,42.319927909321606,4.993845371059344
2015-06-16,50.85406128530123,44.19981850018482,6.654242785116409
2015-06-17,51.732410511104334,46.49802890555022,5.234381605554113
2015-06-18,57.43891891136625,47.05820433610122,10.380714575265031
2015-06-19,54.7156287191837,59.78817432627153,5.072545607087832
2015-06-22,59.19853142924762,48.87585783160637,10.322673597641256
2015-06-23,60.71400199909724,49.7664997971231,10.947502201974139
2015-06-24,55.96730692295714,47.288517580305566,8.678789342651577
2015-06-25,54.09751218213508,51.453982448990324,2.643529733144753
2015-06-26,54.82153560054169,48.2787156731333,6.542819927408388
2015-06-29,42.28752941796692,42.34845563841801,0.060926220451086976
2015-06-30,44.33736519223947,43.45703659582218,0.8803285964172858
2015-07-01,50.041089693979345,43.66402906699538,6.377060626983962
2015-07-02,50.019784281888896,45.06778749562574,4.951996786263159
2015-07-06,49.040593364516226,42.698380467499,6.342212897017227
2015-07-07,53.87279599428755,46.0440779736753,7.82871802061225
2015-07-08,43.64651669656088,48.369142152632094,4.7226254560712135
2015-07-09,42.67380761504146,46.725141323042656,4.051333708001195
2015-07-10,51.03473600030563,66.95690490278216,15.922168902476528
2015-07-13,60.188828204466745,45.38033561167785,14.808492592788895
2015-07-14,63.23453493442806,45.80821796101989,17.42631697340817
2015-07-15,62.813858017829396,42.0992011143784,20.714656903450994
2015-07-16,67.22794129470432,41.57571928870434,25.65222200599998
2015-07-17,66.94012502144997,41.91594827366166,25.02417674778831
2015-07-20,68.2807633432934,44.15368761216057,24.127075731132834
2015-07-21,65.89686390299599,44.72884352573409,21.168020377261897
2015-07-22,65.41439883295078,43.78368171142762,21.630717121523162
2015-07-23,63.49017344673329,44.44108358449337,19.049089862239917
2015-07-24,57.84350130015427,39.799411680560425,18.044089619593848
2015-07-27,53.40195790128077,43.2901371598623,10.11182074141847
2015-07-28,62.96477122593537,45.02622850258886,17.938542723346515
2015-07-29,66.4131614787934,44.33686297686182,22.076298501931575
2015-07-30,66.08106744337215,43.6106845524346,22.47038289093755
2015-07-31,65.29623674028946,42.613617525553,22.682619214736455
2015-08-03,64.08608560509711,38.595177104649636,25.490908500447475
2015-08-04,61.86084300872002,43.24645869593837,18.614384312781645
2015-08-05,65.17863441102739,40.60111463277749,24.5775197782499
2015-08-06,60.42418775893916,44.802442534982255,15.621745223956907
2015-08-07,57.60802566656074,40.8301039741058,16.77792169245494
2015-08-10,61.36522643964795,44.15339635267109,17.21183008697686
2015-08-11,55.45598718589665,46.46118020501065,8.994806980886004
2015-08-12,55.45289995034538,46.51613443093227,8.936765519413115
2015-08-13,54.08654334130999,44.16067076067889,9.9258725806311
2015-08-14,56.320949973244126,42.162893550688,14.158056422556129
2015-08-17,57.19992947278589,40.960680846514855,16.239248626271035
2015-08-18,55.98333998888357,43.64239482846631,12.340945160417263
2015-08-19,51.12111600582041,46.29280264212423,4.828313363696182
2015-08-20,39.254611558049355,39.12157179180465,0.13303976624470693
2015-08-21,27.006263762639804,37.495429256209796,10.489165493569992
2015-08-24,22.258604872113086,35.06345185630231,12.804846984189222
2015-08-25,19.640556625267674,34.26548951203811,14.624932886770434
2015-08-26,21.26708204834951,33.11859381666786,11.85151176831835
2015-08-27,27.203772136489285,35.02663409522113,7.822861958731842
2015-08-28,27.37184370978975,34.825449948322415,7.4536062385326645
2015-08-31,24.70251457979648,35.978117872433685,11.275603292637207
2015-09-01,18.654924379166015,29.082416173635078,10.427491794469063
2015-09-02,23.36077166748101,31.003458475611808,7.642686808130797
2015-09-03,25.254321612118382,33.30015076009138,8.045829147972995
2015-09-04,21.674730321713515,30.351376693435135,8.67664637172162
2015-09-08,28.12024339427303,26.820698833303446,1.2995445609695828
2015-09-09,25.10932543907061,38.01221773256226,12.902892293491654
2015-09-10,28.035452985166057,33.30486014069468,5.269407155528622
2015-09-11,30.866345268704606,31.791990770734554,0.9256455020299477
2015-09-14,28.820080787956964,31.048949352502923,2.2288685645459587
2015-09-15,33.77592394533606,32.3955625633706,1.3803613819654572
2015-09-16,36.99886973385723,35.1669933335056,1.831876400351625
2015-09-17,36.746590129785716,37.202750345854845,0.4561602160691294
2015-09-18,32.36805763158143,34.7149689226198,2.3469112910383743
2015-09-21,39.5300981099277,36.50870893862675,3.021389171300953
2015-09-22,38.465225181041355,36.716439136007736,1.7487860450336186
2015-09-23,42.882135925655135,36.48837372183313,6.393762203822007
2015-09-24,35.43722075343482,34.91447968526311,0.5227410681717117
2015-09-25,32.72685495295602,34.98069390313774,2.2538389501817235
2015-09-28,26.373367315189096,43.037056535750494,16.6636892205614
2015-09-29,28.509229775542572,41.81154276239889,13.302312986856315
2015-09-30,38.042253815819606,41.12349043221312,3.081236616393511
2015-10-01,37.74763986858953,40.661841138167716,2.914201269578186
2015-10-02,41.864982945461264,36.433681149380554,5.43130179608071
2015-10-05,49.067911879747015,41.09967776700231,7.968234112744703
2015-10-06,44.9493164196777,43.06380305010195,1.8855133695757473
2015-10-07,49.356125053682945,43.3587271016986,5.997397951984347
2015-10-08,52.50372707976461,43.46249689197729,9.04123018778732
2015-10-09,51.45804778325727,50.139773047083516,1.3182747361737555
2015-10-12,52.17966855769496,46.222596231641035,5.957072326053925
2015-10-13,47.06606899288795,43.05303967182765,4.013029321060301
2015-10-14,43.27365343034252,40.4015649323275,2.8720884980150174
2015-10-15,50.07278987529271,43.7103585602631,6.36243131502961
2015-10-16,54.3547110511591,45.40608660689696,8.948624444262137
2015-10-19,54.71488253787537,42.44776161402852,12.267120923846846
2015-10-20,53.92037316675137,45.53774231057547,8.3826308561759
2015-10-21,52.38159799447802,44.953905573014296,7.427692421463725
2015-10-22,59.972218044439465,43.903346468487946,16.06887157595152
2015-10-23,62.247712211776204,48.97351082486591,13.274201386910292
2015-10-26,60.64294210649069,48.63388330373813,12.009058802752563
2015-10-27,59.93300509595175,48.43396062488031,11.499044471071443
2015-10-28,62.569762701144626,50.06406660920415,12.505696091940479
2015-10-29,63.85489743406456,53.18656665465412,10.66833077941044
2015-10-30,60.88730378111425,52.95839424817725,7.9289095329369985
2015-11-02,64.2729111172708,51.41117698374054,12.861734133530256
2015-11-03,66.25447533732138,57.775955775028535,8.478519562292846
2015-11-04,64.31636222965949,63.94185408420734,0.37450814545214683
2015-11-05,62.65151148213149,58.65262972744232,3.9988817546891724
2015-11-06,62.955088680925655,61.52380956189529,1.4312791190303642
2015-11-09,59.65054416454829,56.53640322119189,3.1141409433564036
2015-11-10,60.690843946547986,54.94096411995696,5.749879826591027
2015-11-11,60.07633492493967,56.240815065480795,3.835519859458877
2015-11-12,53.15668497287926,51.747831848849344,1.4088531240299176
2015-11-13,48.76372543326393,51.28687549832917,2.523150065065238
2015-11-16,55.14134271182746,53.09075931918875,2.050583392638714
2015-11-17,55.377298850005204,53.427420887305104,1.9498779627001
2015-11-18,62.482576136781134,53.64614575698361,8.836430379797527
2015-11-19,58.6563813662511,52.7013947775899,5.9549865886612
2015-11-20,60.41612020912451,51.59223575753091,8.8238844515936
2015-11-23,60.62564537476628,51.62030176842785,9.005343606338428
2015-11-24,60.48995705585166,51.66367312940171,8.826283926449953
2015-11-25,59.06283572615805,52.292265452929904,6.770570273228145
2015-11-27,60.01693255789492,50.08331888036746,9.933613677527461
2015-11-30,58.06362589165874,62.88734832928535,4.823722437626614
2015-12-01,60.939966350668485,53.025312851730234,7.91465349893825
2015-12-02,58.37256666447822,54.51187702264197,3.8606896418362524
2015-12-03,53.25097016119614,55.19387583257046,1.9429056713743194
2015-12-04,61.609886696226475,54.05381168853505,7.556075007691426
2015-12-07,60.38609633480761,53.65674852169868,6.72934781310893
2015-12-08,58.07568057799405,55.25024241088246,2.8254381671115922
2015-12-09,54.605112515035465,54.60618140203148,0.0010688869960162606
2015-12-10,55.950632670913976,54.653327292693305,1.2973053782206705
2015-12-11,47.59264023635818,49.99987108571205,2.4072308493538728
2015-12-14,52.2607715911826,49.800508879735126,2.460262711447477
2015-12-15,55.412636571980144,50.918969764091436,4.493666807888708
2015-12-16,61.71094426873426,54.48451995403782,7.2264243146964375
2015-12-17,54.57795215910689,56.291808763708005,1.713856604601112
2015-12-18,46.52499755952185,50.825296530634866,4.3002989711130155
2015-12-21,49.857116199724615,52.39326837816608,2.536152178441462
2015-12-22,54.60888819482466,51.05860440333739,3.550283791487267
2015-12-23,58.731801808188095,53.345970318341735,5.38583148984636
2015-12-24,58.015495460904916,50.74858348050331,7.266911980401609
2015-12-28,56.43171302839871,47.35522017333939,9.076492855059321
